game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
2096,TRUE,41,Resign,White,10+8,benemar,1468,islam01,1381,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 h6 Nxf7 Qe7 Nxh8 Qc5 d3 Ng4 Qxg4 d5 Qg6+ Kd7 Qf5+ Ke7 Qf7+ Kd8 Bxd5 Qa5+ Bd2 Nb4 Qxf8+ Kd7 Qxg7+ Kd8 Nf7+ Kd7 Nxe5+ Kd6 Qf6+ Kc5 d4+ Kxd4 Nc4+ Kc5 Nxa5,C57,7,Italian Game: Two Knights Defense |  Knight Attack,Italian Game,,Two Knights Defense
2097,TRUE,84,Mate,Black,10+8,islam01,1385,olhovivo,1670,e4 g6 d4 Bg7 Nf3 c6 Nc3 d6 Bd3 Nf6 O-O O-O e5 dxe5 dxe5 Ne8 Bg5 Bg4 Bf4 Bxf3 Qxf3 f6 Qe2 f5 h3 Kh8 a3 b5 Rfe1 e6 g3 Nd7 Kh2 g5 Bd2 Nxe5 a4 f4 axb5 fxg3+ fxg3 Nf3+ Kg2 Nxe1+ Rxe1 Bxc3 bxc3 Nf6 bxc6 Qd5+ Be4 Nxe4 Qxe4 Qxd2+ Re2 Qxc3 Re3 Qf6 h4 gxh4 gxh4 Rg8+ Kh3 Qf5+ Kh2 Qxe4 Rxe4 Rac8 Rxe6 Rge8 Rd6 Re2+ Kg3 Rxc2 Rd7 R2xc6 Rxa7 Rc3+ Kg4 R8c4+ Kg5 Rg3+ Kh6 Rxh4#,B06,8,Modern Defense: Two Knights Variation |  Suttles Variation,Modern Defense,,Two Knights Variation
2098,TRUE,36,Mate,Black,10+8,islam01,1392,rerecursing,1549,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c6 Nf3 Bf5 Bd3 Bg6 Bxg6 hxg6 O-O Qc7 Be3 e6 Qd2 Bd6 h3 Nd7 g3 Bxg3 fxg3 Qxg3+ Kh1 Rxh3+ Nh2 Ngf6 Rg1 Qf3+ Rg2 Ng4 Rg1 Rxh2#,B01,6,Scandinavian Defense: Main Line,Scandinavian Defense,,Main Line
2099,TRUE,179,Mate,White,10+8,rafpep17,1303,islam01,1406,e4 d5 exd5 Qxd5 Nf3 Qe4+ Be2 Bg4 Nc3 Qe6 Nd4 Bxe2 Nxe6 Bxd1 Nxd1 fxe6 O-O Nf6 Re1 Kf7 d3 Nc6 Bf4 e5 Bg5 h6 Bxf6 exf6 Nc3 Bb4 Re3 Bxc3 bxc3 Rhf8 Rb1 b6 d4 Kg8 dxe5 Nxe5 Re4 c5 h3 a5 Rxb6 Rab8 Ra6 Rb2 Rxa5 Rxc2 Rxc5 Rxa2 c4 Nd3 Rb5 Nxf2 Re7 f5 Rbb7 Rc8 Rxg7+ Kf8 Rgf7+ Ke8 Rh7 Nxh3+ Kh2 Rxg2+ Kxg2 Nf4+ Kf2 Ne6 Rh8+ Nf8 Rb4 Rc6 Kf3 Kf7 Rb7+ Kg6 Rxf8 Rxc4 Rb6+ Kg5 Rg8+ Kh5 Rgg6 Rc3+ Kf4 Rc4+ Kxf5 Rc5+ Ke4 Rc4+ Kd3 Rf4 Rxh6+ Kg5 Rbg6+ Kf5 Rf6+ Kg5 Rxf4 Kxf4 Rf6+ Ke5 Ra6 Kf4 Kd4 Kf5 Ra5+ Kf4 Kd3 Kf3 Re5 Kf4 Re4+ Kf5 Kd4 Kf6 Kd5 Kf5 Re5+ Kf4 Kd4 Kf3 Re8 Kf4 Rf8+ Kg5 Ke5 Kg4 Ke4 Kg5 Rf5+ Kg4 Rf4+ Kg5 Rf8 Kg4 Ke3 Kg5 Ke4 Kg4 Rf1 Kg5 Ke5 Kg4 Rg1+ Kf3 Rf1+ Ke2 Rf5 Kd3 Kd5 Ke3 Re5+ Kd3 Re4 Kd2 Kd4 Kd1 Kd3 Kc1 Kc3 Kd1 Kd3 Kc1 Re2 Kd1 Rh2 Ke1 Ke3 Kd1 Kd3 Ke1 Ra2 Kd1 Ra1#,B01,4,Scandinavian Defense: Mieses-Kotroc Variation,Scandinavian Defense,,Mieses-Kotroc Variation
2100,TRUE,27,Mate,White,10+8,islam01,1398,rafpep17,1312,e4 e5 Nc3 c6 Nf3 d6 d4 Nf6 dxe5 Ng4 h3 Nxe5 Nxe5 Nd7 Nxd7 Qxd7 Bd3 Be7 O-O O-O Be3 b5 Qh5 b4 e5 bxc3 Qxh7#,C27,3,Vienna Game,Vienna Game,,
2101,TRUE,39,Mate,White,10+8,rafpep17,1297,islam01,1413,e4 e5 Nf3 d5 Bd3 dxe4 Bxe4 Nc6 Bxc6+ bxc6 Nxe5 Qe7 O-O Qxe5 Re1 Qxe1+ Qxe1+ Be7 Nc3 Bb7 Ne4 Nf6 Nxf6+ gxf6 d4 O-O-O Qxe7 Rd7 Qxf6 c5 Qxh8+ Rd8 Qxh7 cxd4 Bg5 Rd7 Qg8+ Rd8 Qxd8#,C40,4,Elephant Gambit,Elephant Gambit,,
2102,TRUE,57,Resign,White,10+8,islam01,1400,treegert90,1529,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 e5 Bb5 Bc5 Bxc6 bxc6 Nf3 Qf6 Nc3 Qg6 O-O f6 h3 Nh6 Bxh6 Qxh6 a3 O-O b4 Be7 Qd2 Qg6 Rfe1 d6 Qe2 Bxh3 Qc4+ Kh8 g3 Qh5 Nh2 Bd7 g4 Bxg4 Qxc6 Bh3 f4 Qg6+ Kf2 Qg2+ Ke3 Qxh2 fxe5 fxe5 Re2 Bg5+ Kd3 Rf3+ Kc4 Qg3 Qxa8+,B21,3,Sicilian Defense: Smith-Morra Gambit #2,Sicilian Defense,,Smith-Morra Gambit #2
2103,TRUE,127,Draw,Draw,10+8,islam01,1398,vit216,1465,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 g6 Bb5 Bg7 Nf3 Qa5+ Nc3 Bxc3+ bxc3 Qxb5 Ng5 Nf6 Be3 O-O Qd2 d5 exd5 Qxd5 O-O Bf5 Nf3 Qxd2 Bxd2 Bxc2 Bg5 Rad8 Rfe1 Kg7 Rac1 Be4 Bxf6+ Kxf6 Rxe4 b5 c4 bxc4 Rexc4 Ne5 Nxe5 Kxe5 Re1+ Kd6 Rd4+ Kc5 Rxd8 Rxd8 h3 e6 Re5+ Kb4 Re4+ Ka3 Re2 Rb8 Re3+ Kxa2 Rf3 Rb7 g4 a5 Rf4 Kb3 Rf3+ Kc4 Ra3 Kb4 Ra1 Rb5 Rb1+ Kc5 Rc1+ Kb6 Rc8 Kb7 Rc4 Rb4 Rc5 a4 Ra5 Kb6 Ra8 Kb7 Ra5 Kb6 Ra8 a3 Rxa3 f5 gxf5 exf5 Ra8 Rd4 Rb8+ Kc7 Rh8 h5 Rg8 Rd6 Rg7+ Kc6 Kg2 Kd5 f3 Ke5 Kg3 Kf6 Rg8 Kf7 Ra8 Kf6 Rf8+ Kg7 Ra8 Kh6 Rh8+ Kg7 Ra8 Kh6 Rh8+ Kg7 Ra8,B21,3,Sicilian Defense: Smith-Morra Gambit #2,Sicilian Defense,,Smith-Morra Gambit #2
2104,TRUE,68,Mate,Black,10+8,islam01,1403,avolt,1613,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Nf6 Nc3 Bb4 Nf3 Bxc3+ bxc3 Nxe4 Bb5 O-O Bxc6 bxc6 O-O d5 Re1 Nxc3 Qd4 Ne4 Bb2 f6 g4 Bxg4 Nh4 Bh5 f3 Ng5 f4 Nf3+ Nxf3 Bxf3 c4 Qd7 cxd5 Qg4+ Kf2 Qg2+ Ke3 Rfe8+ Kd3 Rxe1 Rxe1 Qg6+ Kd2 Qg2+ Kc1 Rb8 Bc3 Bxd5 Rg1 Rb1+ Kxb1 Qxa2+ Kc1 Qxh2 Qxa7 Qxf4+ Bd2 Qc4+ Kd1 Bf3+ Ke1 Qe2#,C22,6,Center Game: Normal Variation,Center Game,,Normal Variation
2105,TRUE,68,Mate,Black,5+8,islam01,1408,jimy44,1628,e4 e5 d4 exd4 Qxd4 d6 Nf3 Be6 Nc3 Nf6 Qd1 Be7 Bg5 O-O Bxf6 Bxf6 Bd3 Bxc3+ bxc3 Bg4 O-O Nc6 h3 Bh5 Qb1 Bxf3 gxf3 Ne5 Be2 Qh4 Rd1 Qxh3 Qxb7 Nxf3+ Bxf3 Qxf3 Rd3 Qg4+ Kf1 Rfc8 Rg3 Qe6 Ke2 Rab8 Qxa7 Qxe4+ Kd1 Qh1+ Kd2 Qxa1 Qd4 g6 Rh3 Qxa2 Qh4 h5 f4 Rb2 f5 Rxc2+ Kd3 Qb3 fxg6 Rxc3+ Kd4 Rxh3 Qe7 Qd3#,C21,5,Center Game,Center Game,,
2106,TRUE,56,Mate,Black,5+8,islam01,1419,artemychbutchenko,1449,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Nf6 Nc3 d6 Nf3 Bg4 Bb5 Bxf3 Qxf3 a6 Bxc6+ bxc6 O-O d5 Bg5 Be7 e5 d4 exf6 gxf6 Ne4 fxg5 h3 O-O Rfd1 c5 g3 f5 Nd2 Rb8 b3 h6 h4 Kg7 hxg5 hxg5 g4 Kg6 gxf5+ Rxf5 Qh3 Qh8 Qd3 Rf8 f3 Qh3 Rf1 Qg3+ Kh1 Rh8#,C22,6,Center Game: Normal Variation,Center Game,,Normal Variation
2107,TRUE,96,Mate,Black,5+8,islam01,1432,can007,1382,Nf3 e6 Nc3 Nf6 d4 Bb4 e4 Nxe4 a3 Nxc3 bxc3 Bxc3+ Bd2 Bxa1 Qxa1 O-O Bc3 d5 Bd3 Qe8 O-O Nc6 Qe1 e5 dxe5 Bg4 Ng5 g6 h3 Bd7 Bb5 Qd8 Qd2 Qe7 a4 Nxe5 Bxe5 Qxe5 Bxd7 Rad8 Bb5 c6 Be2 d4 Re1 b5 Bxb5 Qd5 Be2 Rb8 a5 Rfe8 Bf3 Rxe1+ Qxe1 Qxg5 Bxc6 Qf4 Be8 Kg7 c3 d3 Bc6 d2 Qd1 Kg8 g3 Qd6 Bf3 Qd3 Qa1 Rb1+ Qxb1 Qxb1+ Kg2 Kg7 c4 Kf8 c5 Ke8 c6 Kd8 Bg4 Qe4+ Bf3 Qd3 a6 Qxa6 Bg4 Qxc6+ f3 d1=Q Kf2 Qd2+ Kf1 Qcc1#,A04,2,Zukertort Opening: Queen's Gambit Invitation,Zukertort Opening,,Queen's Gambit Invitation
2108,TRUE,97,Resign,White,20+0,kardoph,1444,ecstasydrug,1476,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 O-O Nf6 d4 exd4 Nxd4 c5 Nf3 Be7 Re1 O-O Nc3 Bb7 e5 Bxf3 Qxf3 Nd7 exd6 cxd6 Qe4 Ne5 Bf4 Bf6 Nd5 Re8 Nxf6+ Qxf6 Bxe5 Qxe5 Qxe5 Rxe5 Rxe5 dxe5 Rd1 h6 Rd5 Rb8 b3 f6 Rxc5 Rd8 g3 Rd1+ Kg2 Ra1 a4 Kf7 Rc7+ Ke6 Rxa7 Ra2 Rxg7 Rxc2 Rh7 Rc3 b4 Rb3 b5 Ra3 Ra7 f5 a5 e4 Ra8 Kd5 a6 e3 fxe3 Rxe3 b6 Re2+ Kh3 Kc6 b7 f4 gxf4 Re3+ Kg2 Re2+ Kg3 Re3+ Kg4 h5+ Kxh5 Rh3+ Kg5 Rxh2 b8=Q Rg2+ Kf5,C62,6,Ruy Lopez: Steinitz Defense,Ruy Lopez,,Steinitz Defense
2109,FALSE,36,Mate,Black,15+15,ecstasydrug,1476,tjuafu,1652,Nf3 d5 d4 Nc6 e3 Bg4 Be2 Nf6 Nfd2 Bxe2 Qxe2 Qd7 Nc3 O-O-O O-O e5 dxe5 Nxe5 a4 Bd6 a5 a6 b3 Neg4 Ba3 Bxh2+ Kh1 Bd6 b4 Rhe8 b5 Bxa3 Rxa3 Qd6 Rfa1 Qh2#,D02,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,,Chigorin Variation
2110,FALSE,75,Resign,Black,15+15,yurer,1492,ecstasydrug,1476,d4 d5 Bf4 Nf6 e3 e6 Nf3 Bd6 Bg3 Nc6 Nbd2 Bd7 c3 b6 Bd3 Ne7 Ne5 Bc8 Ndf3 Nf5 Bxf5 exf5 O-O c5 Qa4+ Nd7 Nxd7 Bxd7 Qd1 Bb5 Re1 O-O Ne5 f6 Nf3 Kh8 Bxd6 Qxd6 Qc2 f4 Qf5 fxe3 fxe3 Bd7 Qd3 c4 Qc2 b5 b3 a5 b4 axb4 cxb4 Qxb4 Rab1 Qa5 Ra1 Qa3 Qd2 Bf5 Nh4 Bd3 Qf2 Qe7 Qb2 Rab8 Red1 Qxe3+ Qf2 Rbe8 Qxe3 Rxe3 Kf2 Re4 Nf5,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
2111,TRUE,56,Mate,Black,10+1,ecstasydrug,1479,majid1969,1806,Nf3 d5 d4 e6 e3 Nf6 Be2 c5 Nc3 Nc6 O-O Bd7 a3 a6 Na4 Nxd4 Nxd4 Bxa4 Nf3 Be7 b3 Bd7 Ne5 O-O Nxd7 Qxd7 Bb2 Rad8 Qc1 Qc6 c4 d4 exd4 cxd4 Bf3 Qc7 Rd1 e5 b4 e4 Be2 d3 Bf1 Ng4 g3 e3 fxe3 Bg5 Qc3 Bxe3+ Kg2 Qc6+ Kh3 Nf2+ Kh4 Qh6#,D05,6,Colle System,Colle System,,
2112,TRUE,39,Resign,White,30+2,giselher,1740,ecstasydrug,1485,d4 d5 c4 dxc4 Nf3 Nf6 e3 e6 Bxc4 Be7 h3 Nc6 a3 a6 Nc3 b5 Bd3 Bb7 Ne4 Qd5 Nxf6+ gxf6 Qc2 h6 Be4 Qd6 Bd2 e5 d5 Na7 Bb4 Qd7 Bxe7 Qxe7 d6 Bxe4 Qxe4 Qxd6 Qxa8+,D26,8,Queen's Gambit Accepted: Normal Variation |  Traditional System,Queen's Gambit,Accepted,Normal Variation
2113,TRUE,39,Resign,White,20+30,lordaza,1581,ecstasydrug,1495,d4 d5 e3 Nc6 a3 Nf6 c4 Bf5 Nc3 e6 h3 Ne4 cxd5 Nxc3 bxc3 exd5 c4 Be4 Nf3 Be7 cxd5 Qxd5 Be2 O-O O-O Nd8 Bb2 c5 dxc5 Bxc5 Qxd5 Bxd5 Ne5 Bc6 Bf3 Bb5 Rfe1 Ba6 Nd7,D00,3,Queen's Pawn Game #2,Queen's Pawn Game,,#2
2114,TRUE,19,Resign,White,15+0,danilovikk,1597,ecstasydrug,1504,d4 d5 c4 e6 Nf3 Nf6 e3 Bd6 cxd5 Nxd5 e4 Ne7 Bd2 Nbc6 Bb5 a6 Bxc6+ bxc6 e5,D30,4,Queen's Gambit Declined,Queen's Gambit,Declined,
2115,TRUE,143,Resign,White,30+3,paul1991,1684,ecstasydrug,1511,e4 e5 Nf3 Nc6 Bb5 d6 Nc3 Nf6 O-O Be7 Bxc6+ bxc6 d4 O-O dxe5 dxe5 Nxe5 Bd6 Nxc6 Qd7 e5 Qxc6 exf6 Bb7 f3 Bc5+ Kh1 Qxf6 Ne4 Bxe4 fxe4 Qg6 Qf3 Rae8 Be3 Bxe3 Qxe3 Qxe4 Qxe4 Rxe4 Rfe1 Rfe8 Rxe4 Rxe4 Rc1 f5 c4 Kf7 b3 Re2 a3 Ra2 a4 Rb2 h3 g6 Rc3 Ke6 Kh2 Ke5 c5 Kd4 Rc4+ Kd5 Rh4 Rxb3 Rxh7 Rb7 Rg7 Kxc5 Rxg6 Kd4 Rf6 Ke5 Rf7 f4 a5 Ke4 h4 Rb2 h5 Ra2 h6 Rxa5 Kg1 Rh5 h7 a5 Rxc7 a4 Ra7 a3 Kf2 a2 Re7+ Kf5 Ra7 Ke4 Ra4+ Kd3 Rxa2 Rxh7 Ra3+ Ke4 Ra4+ Kf5 Ra3 Rg7 Rf3 Rb7 g3 Rb2+ Kg1 Rc2 Rxf4+ Kg5 Rf2 Rc3 Kg2 Kg4 Rf4+ Kg5 Kh3 Kh6 Kh4 Rc1 Rf6+ Kg7 Kg5 Rc5+ Rf5 Rxf5+ Kxf5 Kf8 Kg6 Kg8 g4 Kf8 Kh7 Kf7 g5 Kf8 g6,C62,6,Ruy Lopez: Steinitz Defense,Ruy Lopez,,Steinitz Defense
2116,TRUE,23,Resign,White,14+10,h0l4nd3s,1579,ecstasydrug,1522,d4 d5 c4 Nf6 Nf3 e6 cxd5 exd5 e3 Bb4+ Bd2 Bxd2+ Nbxd2 O-O Bb5 b6 Qc2 a6 Bd3 Bb7 O-O Nbd7 Rac1,D06,4,Queen's Gambit Refused: Marshall Defense,Queen's Gambit,Refused,Marshall Defense
2117,TRUE,118,Resign,White,25+10,ecstasydrug,1502,vladkan,1695,Nf3 d6 e4 e5 Bc4 Nc6 Nc3 Bg4 O-O Nd4 Be2 Nf6 Nxd4 Bxe2 Ndxe2 Be7 d4 exd4 Nxd4 O-O Nf5 g6 Nxe7+ Qxe7 Bh6 Rfe8 Re1 c6 Bf4 Rad8 Qd4 a6 Bg5 Kg7 Nd1 Qe5 Qxe5 Rxe5 Bxf6+ Kxf6 Ne3 Kg7 Nc4 Rc5 b3 b5 Ne3 f6 f3 d5 exd5 cxd5 Rad1 d4 Rd2 Rc3 Nd1 Rc6 Nf2 a5 Nd3 Kf7 a3 Rdc8 Ree2 a4 b4 Rc3 Nc5 Rxa3 Rxd4 Ra1+ Kf2 a3 Rd7+ Kf8 Ra7 Re8 Nd7+ Kf7 Rxe8 Kxe8 Nc5 Ra2 Rxh7 Rxc2+ Kg3 Rb2 Rh8+ Ke7 Ra8 Rxb4 Rxa3 Rc4 Ra7+ Kd6 Ne4+ Ke5 Re7+ Kd4 Nxf6 b4 Re4+ Kc3 Nd5+ Kb3 Rxc4 Kxc4 Nxb4 Kxb4 Kf4 Kc5 Kg5 Kd5 Kxg6 Ke5 h4 Kf4,C41,5,Philidor Defense #3,Philidor Defense,,#3
2118,TRUE,34,Resign,Black,10+10,ecstasydrug,1507,federico16,1757,Nf3 d5 d4 Nc6 e3 e6 Bb5 Bd7 Nc3 Bb4 O-O Nf6 a3 Bxc3 bxc3 O-O c4 a6 cxd5 axb5 dxc6 Bxc6 Ne5 Qd5 Nxc6 Qxc6 Qd3 Ra4 Rb1 Rc4 Rb4 Rxc2 Rxb5 Rxc1,D02,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,,Chigorin Variation
2119,TRUE,55,Resign,White,15+15,branxo15,1605,ecstasydrug,1517,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 Ng5 O-O d3 a6 O-O b5 Bb3 h6 Nh3 Nd4 Nd5 Nxd5 exd5 Nxb3 axb3 Bb7 c4 Bd4 Qg4 Kh7 Qf5+ Kh8 Ra5 c6 b4 Qc7 c5 cxd5 Qh5 Kh7 Ng5+ Kg8 Nh3 e4 dxe4 dxe4 Rd1 Qe5 Qg4 Kh7 Qxd7 Rab8 Bf4 Rbd8 Bxe5 Rxd7 Rxd4,C50,8,Four Knights Game: Italian Variation,Four Knights Game,,Italian Variation
2120,FALSE,35,Resign,White,10+2,pfshawns,1748,ecstasydrug,1537,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 d6 d4 exd4 cxd4 Bb4+ Nc3 Bg4 Bxf7+ Kxf7 Ng5+ Kf8 Qxg4 Nxd4 O-O Nf6 Qf4 Bxc3 Kh1 Bb4 e5 Ne2 Qxb4 Nxc1 Raxc1 Nd5 Qxb7 Nb6 Ne6+,C53,7,Italian Game: Classical Variation #2,Italian Game,,Classical Variation #2
2121,TRUE,54,Resign,Black,15+0,ecstasydrug,1547,kanabisss,1626,Nf3 d5 c4 Nf6 Nc3 Nc6 g3 d4 Nb5 e5 Bg2 a6 Na3 Bf5 d3 Qd7 Bd2 Bh3 Rg1 Bxg2 Rxg2 Be7 h4 O-O Nc2 e4 Ng5 exd3 exd3 Rfe8 Qf3 Bb4+ Ne4 Bxd2+ Kxd2 Nxe4+ dxe4 Qe6 Re1 Rad8 Qb3 Qh6+ f4 d3 Nb4 Nd4 Qd1 a5 Nxd3 c6 Kc3 c5 Qf3 Nxf3,A15,4,English Opening: Anglo-Indian Defense |  Scandinavian Defense,English Opening,,Anglo-Indian Defense
2122,TRUE,11,Resign,White,15+5,gougoutte,1353,ecstasydrug,1568,d3 e5 e4 Nc6 a3 Nf6 Nc3 Bc5 Bg5 h6 Bh4,C20,3,King's Pawn Game: Leonardis Variation,King's Pawn Game,,Leonardis Variation
2123,TRUE,18,Resign,Black,10+5,ecstasydrug,1589,penber,1386,Nf3 Nc6 d4 d5 e3 Nf6 Be2 e6 O-O Bd6 Nc3 O-O Nd2 e5 dxe5 Bxe5 e4 Bxc3,D02,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,,Chigorin Variation
2124,TRUE,11,Resign,White,10+5,penber,1369,ecstasydrug,1611,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Nge7 Nxc6,C45,8,Scotch Game: Classical Variation,Scotch Game,,Classical Variation
2125,TRUE,117,Resign,White,5+8,kaisen101,1721,ecstasydrug,1621,e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 h3 Nf6 Nc3 Be7 Re1 O-O d4 a6 Bc4 exd4 Nxd4 b5 Bd5 Nxd5 exd5 Ne5 Bf4 Bf6 Qe2 Nc4 Nc6 Bxc6 dxc6 Nxb2 Nd5 Nc4 Rab1 Be5 Qg4 Bxf4 Nxf4 Qb8 Nh5 g6 Nf6+ Kg7 Nd7 Qa7 Nxf8 Rxf8 c3 Qb6 Qd4+ f6 Qxb6 Nxb6 Re7+ Rf7 Rxf7+ Kxf7 g4 Nc4 a4 Ne5 axb5 axb5 Rxb5 Nxc6 Rb7 Ne5 Rxc7+ Kg8 c4 Nf3+ Kg2 Ne1+ Kf1 Nd3 Rc6 Nf4 Rxd6 Nxh3 Kg2 Nf4+ Kf3 Nh3 Rxf6 Ng5+ Kg2 Ne4 Re6 Ng5 Ra6 Kf7 c5 Ne6 c6 Ke7 Ra7+ Kd6 Rxh7 Kxc6 Kg3 Kd5 Ra7 Ke5 Ra6 Nd4 Rxg6 Ne2+ Kh2 Kf4 Kh3 Ng1+ Kg2 Nf3 Rf6+ Kxg4 Rxf3,C62,6,Ruy Lopez: Steinitz Defense,Ruy Lopez,,Steinitz Defense
2126,TRUE,40,Mate,Black,7+3,ecstasydrug,1635,sickboy74,1631,Nf3 b6 d4 Bb7 Nc3 d5 Bf4 Nf6 e3 Nbd7 Bd3 e6 O-O Bd6 Nb5 Bxf4 exf4 a6 Nc3 c5 dxc5 bxc5 Ne5 c4 Be2 O-O Nxd7 Qxd7 b3 d4 Na4 c3 Nb6 Qd6 Nxa8 Bxa8 Qd3 Qd5 Qxa6 Qxg2#,A04,2,Zukertort Opening: Queenside Fianchetto Variation,Zukertort Opening,,Queenside Fianchetto Variation
2127,TRUE,38,Mate,Black,10+2,kejslazaj,1533,ecstasydrug,1624,e4 Nc6 Nf3 e5 Bc4 Bc5 Nc3 Nf6 d3 O-O a3 d6 O-O Be6 Bxe6 fxe6 Re1 Nd4 Nxd4 exd4 Ne2 e5 b4 Bb6 c4 dxc3 Nxc3 Bd4 Bb2 d5 exd5 Nxd5 Nxd5 Bxf2+ Kh1 Bxe1 Nxc7 Rf1#,C50,9,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,Italian Game,,Giuoco Pianissimo
2128,TRUE,88,Resign,Black,10+5,ecstasydrug,1633,lev_chistov62,1777,Nf3 d5 d4 c6 e3 h6 Nc3 Bf5 Bd3 Bg4 Be2 Nd7 Ne5 Bxe2 Qxe2 Nxe5 dxe5 e6 O-O Ne7 e4 Ng6 exd5 exd5 Bd2 Qd7 Na4 Qe6 a3 Be7 b4 b5 Nc5 Bxc5 bxc5 Qxe5 Qxe5+ Nxe5 Rfe1 f6 f4 Kd7 fxe5 fxe5 Rxe5 Rae8 Rae1 a6 Ba5 Rhf8 Bb6 Rxe5 Rxe5 Rf4 Re3 Rc4 Rg3 g5 Rh3 Rxc2 Rxh6 Ra2 Rd6+ Ke7 Rxc6 Rxa3 Rd6 Rd3 Rg6 b4 Rxg5 b3 Rg7+ Kf6 Rb7 b2 Bc7 Rd1+ Kf2 b1=Q Bd8+ Kf5 Rf7+ Ke4 Re7+ Kd3 Re3+ Kc4,D02,3,Queen's Pawn Game: Zukertort Variation,Queen's Pawn Game,,Zukertort Variation
2129,TRUE,62,Resign,Black,5+5,ecstasydrug,1649,jumbotron445,1606,e4 d5 Nf3 d4 d3 Nc6 Bf4 e5 Bd2 Nf6 Be2 Be7 O-O O-O c3 Bd6 cxd4 Nxd4 Bc3 Nxf3+ Bxf3 Ng4 Nd2 Qh4 Bxg4 Bxg4 Nf3 f5 Nxh4 Bxd1 Raxd1 fxe4 dxe4 b6 Nf3 a5 Nxe5 b5 Nc6 Rf4 f3 Rh4 g3 Rh6 Bxa5 Bc5+ Kg2 Rxc6 Bc3 b4 Be5 Rxa2 Rd7 Bd6 Rxg7+ Kf8 Bxd6+ Kxg7 Bxb4 Rxb2+ Kh3 Rxb4,A06,3,Zukertort Opening: Tennison Gambit,Zukertort Opening,,Tennison Gambit
2130,FALSE,37,Resign,Black,15+5,kloeft,1646,ecstasydrug,1649,e4 e5 Nf3 Nc6 Bb5 d6 d4 exd4 Nxd4 Bd7 Nxc6 bxc6 Bc4 Nf6 O-O Be7 Nc3 O-O Bg5 Rb8 Bb3 Nxe4 Nxe4 Bxg5 Re1 c5 Qd3 Bf4 Red1 Bc6 g3 Be5 c3 Qe7 Bc2 g6 Qa6,C62,6,Ruy Lopez: Steinitz Defense,Ruy Lopez,,Steinitz Defense
2131,FALSE,62,Mate,Black,5+30,surgeon98,1500,ecstasydrug,1649,e4 e5 Qh5 Nc6 Nf3 Nf6 Qh4 Be7 d3 d6 Ng1 Be6 Qg3 Nd4 Na3 g6 c3 Nc6 Ne2 d5 d4 exd4 cxd4 Bd6 e5 Ne4 Qb3 Be7 Qxb7 Na5 Qb5+ Bd7 Qxa5 Rb8 Qxa7 Bb4+ Bd2 Nxd2 Nc3 Ne4 Ke2 O-O Nxe4 dxe4 Nc2 Bb5+ Ke3 Be7 Bxb5 Rxb5 Kxe4 f5+ Kf3 Qd5+ Ke2 Rxb2 Rhc1 Qc4+ Ke1 Rxc2 Kd1 Qe2#,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,,Wayward Queen Attack
2132,FALSE,23,Resign,White,10+0,yannikov,1307,ecstasydrug,1649,f4 d5 Nf3 Nc6 d4 Nf6 Nc3 e6 g3 Bb4 Bd2 a6 Bg2 O-O e3 Ne4 Nxe4 dxe4 Ne5 f5 Nxc6 bxc6 Bxb4,A03,2,Bird Opening: Dutch Variation,Bird Opening,,Dutch Variation
2133,FALSE,59,Mate,White,10+0,ecstasydrug,1649,pondus1973,1230,Nf3 d5 d4 Nc6 e3 Nf6 Bb5 e6 Ne5 Bb4+ c3 Ba5 Nxc6 bxc6 Bxc6+ Bd7 Bxa8 Qxa8 O-O O-O Nd2 e5 Nb3 Bg4 f3 Bxf3 Qxf3 e4 Qf4 Nh5 Qf5 g6 Qxd5 Bb6 Qd7 f5 Nc5 Bxc5 dxc5 Rd8 Qxc7 Rc8 Qa5 f4 exf4 Nf6 b4 Rd8 Be3 Ng4 Rfd1 Rxd1+ Rxd1 Qc6 Qd8+ Kg7 Rd7+ Kh6 Qg5#,D02,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,,Chigorin Variation
